prompt,prompt_ko,subtitle,characters,scene_tag,style_tag,shot_type,duration,start_time,end_time,parent_scene
"Lord Shim tapping his pipe, staring at it. Characters: Lord Shim (elderly nobleman with white beard). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","대감은 곰방대를 재떨이에 탁탁 털고는, 오래도록 꺼진 담뱃대만 내려다보았","대감은 곰방대를 재떨이에 탁탁 털고는, 오래도록 꺼진 담뱃대만 내려다보았지요 십 년을 믿어 온 사람을 내치는 일이 가볍지는 않았던 겁니다",심대감,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,13.160,2317.860,2331.020,S018
"outside the paper window, Dallae holding a bowl and freezing. Characters: Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","대감의 그 말이 떨어지던 순간, 사랑채 창밖에서 작은 그림자 하나가 움찔","대감의 그 말이 떨어지던 순간, 사랑채 창밖에서 작은 그림자 하나가 움찔했습니다 숭늉을 들고 왔다가 발을 멈춘 달래였지요",달래,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.080,2331.020,2343.100,S018
"Dallae unable to move away. Characters: Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",곽 마름이 쫓겨나게 생겼습니다 달래가 가장 의심하던 바로 그 사람이었어요,곽 마름이 쫓겨나게 생겼습니다 달래가 가장 의심하던 바로 그 사람이었어요 그런데 이상하게도 달래의 발은 쉬이 떨어지지 않았습니다,달래,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,13.140,2343.100,2356.240,S018
"Dallae standing in the cold courtyard, something not adding up. Characters: Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",어딘가 셈이 맞지 않는 느낌이 자꾸만 발목을 붙잡았지요,어딘가 셈이 맞지 않는 느낌이 자꾸만 발목을 붙잡았지요,달래,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,5.530,2356.240,2361.770,S018
"early spring, Dallae walking to the market on an errand. Characters: Dallae (young seamstress in faded white jeogori). Setting: narrow Bukchon alley in Hanyang lined with tiled walls. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","이른 봄, 달래는 대감 마님의 심부름으로 장터에 나갔습니다 바늘과 색실을","이른 봄, 달래는 대감 마님의 심부름으로 장터에 나갔습니다 바늘과 색실을 사러 가는 길이었지요",달래,bukchon_street,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,9.420,2361.770,2371.190,S019
"bustling early spring market full of people. Setting: bustling Joseon market street with stalls and people, early spring. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",이른 봄 장터는 겨우내 움츠렸던 사람들로 북적였습니다,이른 봄 장터는 겨우내 움츠렸던 사람들로 북적였습니다,,market,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,5.730,2371.190,2376.920,S019
"taffy seller's scissors clacking, spring greens piled on stalls. Characters: Dallae (young seamstress in faded white jeogori). Setting: bustling Joseon market street with stalls and people, early spring. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","엿장수의 가위 소리가 짤깍짤깍 울리고, 좌판마다 냉이며 달래며 봄나물이 ","엿장수의 가위 소리가 짤깍짤깍 울리고, 좌판마다 냉이며 달래며 봄나물이 소복소복 쌓여 있었어요",달래,market,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,9.650,2376.920,2386.570,S019
"Dallae pausing before a basket of wild chives at a market stall. Characters: Dallae (young seamstress in faded white jeogori). Setting: bustling Joseon market street with stalls and people, early spring. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",달래는 좌판 끝에 놓인 달래 한 소쿠리 앞에서 잠시 걸음을 멈췄습니다 제,달래는 좌판 끝에 놓인 달래 한 소쿠리 앞에서 잠시 걸음을 멈췄습니다 제 이름과 같은 나물이었지요,달래,market,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.020,2386.570,2396.590,S019
"warm memory of a mother cooking chive soybean stew in a spring kitchen. Setting: modest scholar's house in Joseon, soft faded memory tone. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","어린 시절 어머니가 달래 된장국을 끓여 주던 봄날이, 흙냄새처럼 코끝에 ","어린 시절 어머니가 달래 된장국을 끓여 주던 봄날이, 흙냄새처럼 코끝에 스쳤습니다 장터 끝 허름한 초가 앞에서 달래는 걸음을 멈췄어요",,flashback_home,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,12.630,2396.590,2409.220,S019
"at the edge of the market, a familiar broad back in front of a shabby thatched hut. Characters: Kwak (sunburnt broad-shouldered farm manager). Setting: shabby thatched hut at the edge of a Joseon market. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",낯익은 넓은 등이 보였거든요 곽 마름이었습니다 새 마름을 들이기 전에 양,낯익은 넓은 등이 보였거든요 곽 마름이었습니다 새 마름을 들이기 전에 양주 일을 넘기러 올라와 있던 참이었지요,곽마름,market_hut,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.490,2409.220,2420.710,S019
"Kwak setting down a rice sack at the hut door, a thin woman and three children crawling out. Characters: Kwak (sunburnt broad-shouldered farm manager). Setting: shabby thatched hut at the edge of a Joseon market. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",곽 마름은 초가 문간에 쌀자루 하나를 내려놓고 있었어요 방 안에서는 뼈만,곽 마름은 초가 문간에 쌀자루 하나를 내려놓고 있었어요 방 안에서는 뼈만 남은 아낙과 아이 셋이 엉금엉금 기어 나왔습니다,곽마름,market_hut,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.590,2420.710,2433.300,S019
"Kwak speaking gruffly to the grateful starving woman. Characters: Kwak (sunburnt broad-shouldered farm manager). Setting: shabby thatched hut at the edge of a Joseon market. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""작년 흉년에 소작료를 다 못 냈다고 쫓겨난 집일세. 이거 먹고 봄까지만","""작년 흉년에 소작료를 다 못 냈다고 쫓겨난 집일세. 이거 먹고 봄까지만 버티게."" ""마름 나리, 이 은혜를 어찌 갚으라고요.""",곽마름,market_hut,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.590,2433.300,2446.890,S019
"Kwak waving off the thanks with a stern face. Characters: Kwak (sunburnt broad-shouldered farm manager). Setting: shabby thatched hut at the edge of a Joseon market. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""은혜는 무슨. 내 몫으로 받은 쌀이니 누가 뭐라 할 것도 없네","""은혜는 무슨. 내 몫으로 받은 쌀이니 누가 뭐라 할 것도 없네",곽마름,market_hut,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,6.760,2446.890,2453.650,S019
"Kwak turning away brusquely. Characters: Kwak (sunburnt broad-shouldered farm manager). Setting: shabby thatched hut at the edge of a Joseon market. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",대신 입 다물고 있게. 내가 무른 사람으로 소문나면 소작료 걷기 어려워.,"대신 입 다물고 있게. 내가 무른 사람으로 소문나면 소작료 걷기 어려워."" 곽 마름은 퉁명스럽게 돌아섰어요",곽마름,market_hut,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.440,2453.650,2465.090,S019
"Kwak meeting Dallae's eyes, his face turning red to the ears. Characters: Kwak (sunburnt broad-shouldered farm manager), Dallae (young seamstress in faded white jeogori). Setting: shabby thatched hut at the edge of a Joseon market. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",그러다 달래와 눈이 딱 마주쳤습니다 곽 마름의 얼굴이 귀밑까지 벌겋게 달,"그러다 달래와 눈이 딱 마주쳤습니다 곽 마름의 얼굴이 귀밑까지 벌겋게 달아올랐지요 ""보, 보긴 뭘 봐.""","곽마름,달래",market_hut,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,11.670,2465.090,2476.760,S019
"Kwak coughing and pressing his coat, worn notebooks poking out. Characters: Kwak (sunburnt broad-shouldered farm manager). Setting: shabby thatched hut at the edge of a Joseon market. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",곽 마름은 헛기침을 하며 품속을 꾹 눌렀습니다 그 바람에 손때 묻은 수첩,곽 마름은 헛기침을 하며 품속을 꾹 눌렀습니다 그 바람에 손때 묻은 수첩 두어 권이 한꺼번에 삐죽 고개를 내밀었어요,곽마름,market_hut,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.690,2476.760,2488.450,S019
"Kwak showing the notebooks awkwardly. Characters: Kwak (sunburnt broad-shouldered farm manager), Dallae (young seamstress in faded white jeogori). Setting: shabby thatched hut at the edge of a Joseon market. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""이거? 소작인들한테 받은 걸 한 톨도 틀리지 않게 적어 둔 거다","""이거? 소작인들한테 받은 걸 한 톨도 틀리지 않게 적어 둔 거다","곽마름,달래",market_hut,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,5.770,2488.450,2494.220,S019
"close-up of three worn notebooks in Kwak's rough hands. Characters: Kwak (sunburnt broad-shouldered farm manager). Setting: shabby thatched hut at the edge of a Joseon market. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",올해 것만이 아니야. 세 해 치를 다 갖고 다니지. 나중에 누가 딴소리하,"올해 것만이 아니야. 세 해 치를 다 갖고 다니지. 나중에 누가 딴소리하면 들이밀려고.""",곽마름,market_hut,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,9.220,2494.220,2503.440,S019
"memory of Kwak with a rice sack at night, now revealed as food for the poor. Characters: Kwak (sunburnt broad-shouldered farm manager). Setting: earthen-walled storehouse at night under moonlight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","지난가을 그 밤, 곳간 곁에서 곽 마름이 메고 있던 쌀자루 그것은 굶는 ","지난가을 그 밤, 곳간 곁에서 곽 마름이 메고 있던 쌀자루 그것은 굶는 집으로 가던 쌀이었던 겁니다",곽마름,storehouse_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,9.710,2503.440,2513.150,S019
"the night cart disappearing into darkness, a mystery. Setting: back gate of a Joseon mansion half open at night, dark alley beyond. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그렇다면 한밤중 뒷문으로 나간 달구지는, 누구의 것이었을까요","그렇다면 한밤중 뒷문으로 나간 달구지는, 누구의 것이었을까요",,back_gate_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,6.190,2513.150,2519.340,S019
"Dallae sewing, lost in thought. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",이야기가 어느덧 반을 넘었습니다 달래는 장부에서 쌀이 사라진다는 것을 알,"이야기가 어느덧 반을 넘었습니다 달래는 장부에서 쌀이 사라진다는 것을 알았고,",달래,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,7.420,2519.340,2526.760,S020
"Dallae stopping her needle, pondering who the real thief is. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",가장 의심하던 곽 마름이 오히려 굶는 이들을 몰래 돕는 사람이라는 것을 ,가장 의심하던 곽 마름이 오히려 굶는 이들을 몰래 돕는 사람이라는 것을 알게 되었지요 그렇다면 진짜 도둑은 누구일까요,달래,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,11.400,2526.760,2538.160,S020
"servants gossiping in the servants' quarters. Setting: simple servants' quarters room with plain walls and a small window. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그 무렵 집 안에는 이런저런 소문이 돌기 시작했어요 ""노 청지기 어른이 ","그 무렵 집 안에는 이런저런 소문이 돌기 시작했어요 ""노 청지기 어른이 고향에 논을 좀 샀다며?""",,servant_room,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,9.150,2538.160,2547.310,S020
"servants laughing it off. Setting: simple servants' quarters room with plain walls and a small window. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""아이고, 삼십 년을 모았으면 그만한 땅이야 사고도 남지."" 행랑 사람들","""아이고, 삼십 년을 모았으면 그만한 땅이야 사고도 남지."" 행랑 사람들은 대수롭지 않게 웃어넘겼습니다",,servant_room,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.610,2547.310,2557.920,S020
"busy Mapo river dock with rice merchants and boats loaded with rice sacks. Setting: Mapo river dock in Hanyang with rice boats and merchants. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",또 이런 이야기도 있었지요 마포 나루에 쌀을 사고파는 미전 상인들이 있는,"또 이런 이야기도 있었지요 마포 나루에 쌀을 사고파는 미전 상인들이 있는데, 요즘 북촌 어느 댁에서 나오는 쌀이 헐값에 넘어간다는 겁니다",,mapo_dock,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.680,2557.920,2570.600,S020
"Sundeok-eomeom working silently in the kitchen, unusually quiet. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: Joseon mansion kitchen with iron cauldrons, clay stove, firewood, steam. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""북촌에 대갓집이 한둘인가. 뉘 집 쌀인지 누가 알아."" 순덕어멈은 요즘","""북촌에 대갓집이 한둘인가. 뉘 집 쌀인지 누가 알아."" 순덕어멈은 요즘 들어 부쩍 말수가 줄어 있었어요",순덕어멈,kitchen,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.350,2570.600,2581.950,S020
"Sundeok-eomeom slipping away into the kitchen when the storehouse is mentioned. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: Joseon mansion kitchen with iron cauldrons, clay stove, firewood, steam. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",곳간 이야기만 나오면 슬그머니 부엌으로 자리를 피했지요 그 모습을 보고 ,곳간 이야기만 나오면 슬그머니 부엌으로 자리를 피했지요 그 모습을 보고 수군거리는 사람도 있었습니다,순덕어멈,kitchen,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.350,2581.950,2592.300,S020
"Dallae listening to rumors while sewing. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",찬모가 저리 안절부절못하는 걸 보니 무언가 아는 게 있는 모양이라고요 달,찬모가 저리 안절부절못하는 걸 보니 무언가 아는 게 있는 모양이라고요 달래는 그 소문들을 바느질하며 가만히 들었어요,달래,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.710,2592.300,2603.010,S020
"Dallae's thoughtful face, nothing certain yet. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","어느 것도 딱 떨어지는 증거는 아니었습니다 청지기의 논도, 마포의 쌀도,","어느 것도 딱 떨어지는 증거는 아니었습니다 청지기의 논도, 마포의 쌀도, 순덕어멈의 굳은 얼굴도, 전혀 다른 이야기일 수 있었지요",달래,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,12.830,2603.010,2615.840,S020
"Lord Shim silently standing outside the sewing room door watching Dallae sew. Characters: Lord Shim (elderly nobleman with white beard), Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",그 무렵 대감은 가끔 말없이 침방 앞을 지나가곤 했습니다 어떤 날은 문 ,"그 무렵 대감은 가끔 말없이 침방 앞을 지나가곤 했습니다 어떤 날은 문 앞에 한참 서서, 달래가 바늘을 놀리는 모습을 지켜보다 돌아갔지요","심대감,달래",chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,13.360,2615.840,2629.200,S020
"close-up of Dallae licking the thread tip and tilting her head as she finishes a stitch. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","바늘을 쥐는 손목의 각도, 실 끝을 입술로 축이는 버릇, 땀을 마무리할 ","바늘을 쥐는 손목의 각도, 실 끝을 입술로 축이는 버릇, 땀을 마무리할 때 살짝 고개를 기울이는 모양새",달래,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.310,2629.200,2639.510,S020
"Lord Shim shaking his head as if erasing a memory, walking back. Characters: Lord Shim (elderly nobleman with white beard). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",대감은 그 모습에서 누군가를 떠올리는 듯했습니다 하지만 떠오른 얼굴을 애,"대감은 그 모습에서 누군가를 떠올리는 듯했습니다 하지만 떠오른 얼굴을 애써 지우려는 듯, 늘 고개를 저으며 사랑채로 돌아갔어요",심대감,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,12.290,2639.510,2651.800,S020
"Kwak unpacking in the servants' quarters, Juni running to him. Characters: Kwak (sunburnt broad-shouldered farm manager), Juni (7-year-old noble boy with red ribbon). Setting: simple servants' quarters room with plain walls and a small window. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","며칠 뒤, 곽 마름이 양주 일을 정리하려고 다시 본가에 올라왔습니다 행랑","며칠 뒤, 곽 마름이 양주 일을 정리하려고 다시 본가에 올라왔습니다 행랑방에 짐을 푼 곽 마름에게 준이가 쪼르르 달려갔어요","곽마름,준이",servant_room,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.380,2651.800,2664.180,S021
"Juni asking Kwak eagerly. Characters: Juni (7-year-old noble boy with red ribbon), Kwak (sunburnt broad-shouldered farm manager). Setting: simple servants' quarters room with plain walls and a small window. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""마름 아저씨, 셈책 구경시켜 줘요. 할아버지가 그러는데 아저씨 셈책은 ","""마름 아저씨, 셈책 구경시켜 줘요. 할아버지가 그러는데 아저씨 셈책은 한 톨도 안 틀린대요.""","준이,곽마름",servant_room,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,10.290,2664.180,2674.470,S021
"memory: Dallae asking Juni with gestures the night before. Characters: Dallae (young seamstress in faded white jeogori), Juni (7-year-old noble boy with red ribbon). Setting: small Joseon sewing room at night lit by a single oil lamp, fabrics and threads. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",사실은 달래가 전날 밤 준이에게 손짓으로 부탁해 둔 일이었습니다 준이는 ,사실은 달래가 전날 밤 준이에게 손짓으로 부탁해 둔 일이었습니다 준이는 새끼손가락 약속을 지키는 아이였지요,"달래,준이",chimbang_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,10.660,2674.470,2685.130,S021
"Kwak scratching his head shyly, spreading three notebooks on the wooden floor. Characters: Kwak (sunburnt broad-shouldered farm manager), Juni (7-year-old noble boy with red ribbon). Setting: simple servants' quarters room with plain walls and a small window. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",곽 마름은 쑥스러운 듯 뒷머리를 긁더니 수첩 세 권을 행랑 마루에 펼쳤어,곽 마름은 쑥스러운 듯 뒷머리를 긁더니 수첩 세 권을 행랑 마루에 펼쳤어요,"곽마름,준이",servant_room,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,7.130,2685.130,2692.260,S021
"Kwak pointing at the notebooks for Juni. Characters: Kwak (sunburnt broad-shouldered farm manager), Juni (7-year-old noble boy with red ribbon). Setting: simple servants' quarters room with plain walls and a small window. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""자, 봐라. 이게 재작년, 이게 작년, 이게 올해 것이다. 이 집에서 ","""자, 봐라. 이게 재작년, 이게 작년, 이게 올해 것이다. 이 집에서 몇 섬, 저 집에서 몇 섬.""","곽마름,준이",servant_room,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,11.960,2692.260,2704.220,S021
"Dallae sewing beside Juni, her eyes secretly following the numbers. Characters: Dallae (young seamstress in faded white jeogori), Juni (7-year-old noble boy with red ribbon), Kwak (sunburnt broad-shouldered farm manager). Setting: simple servants' quarters room with plain walls and a small window. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",준이 곁에서 바느질감을 무릎에 올린 달래가 조용히 고개를 숙였습니다 하지,준이 곁에서 바느질감을 무릎에 올린 달래가 조용히 고개를 숙였습니다 하지만 달래의 눈은 바늘이 아니라 수첩의 숫자를 따라가고 있었지요,"달래,준이,곽마름",servant_room,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.180,2704.220,2716.400,S021
"night, Juni standing watch at the men's quarters door. Characters: Dallae (young seamstress in faded white jeogori), Juni (7-year-old noble boy with red ribbon). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",그날 밤 달래는 사랑채의 묵은 추수기를 꺼내 볼 때를 기다렸어요 대감이 ,"그날 밤 달래는 사랑채의 묵은 추수기를 꺼내 볼 때를 기다렸어요 대감이 잠든 틈에, 준이가 사랑채 문 앞에서 망을 보았습니다","달래,준이",sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.720,2716.400,2728.120,S021
"Dallae stepping carefully in socks on the creaking wooden floor. Characters: Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",사랑채 마루는 발을 디딜 때마다 삐걱 소리를 냈어요 달래는 버선발로 마루,사랑채 마루는 발을 디딜 때마다 삐걱 소리를 냈어요 달래는 버선발로 마루 귀퉁이만 골라 디뎠습니다,달래,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,9.710,2728.120,2737.830,S021
"Juni sitting against a pillar with wide eyes guarding the courtyard. Characters: Juni (7-year-old noble boy with red ribbon). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",문지방 너머에서는 대감의 고른 숨소리가 들렸지요 준이는 문 앞 기둥에 등,"문지방 너머에서는 대감의 고른 숨소리가 들렸지요 준이는 문 앞 기둥에 등을 붙이고 앉아, 눈을 동그랗게 뜬 채 마당 쪽을 지켰습니다",준이,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.750,2737.830,2750.580,S021
"Dallae turning pages of old ledgers under a single lamp. Characters: Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",누가 오면 기침을 두 번 하기로 한 약속이었어요 달래는 등잔 하나를 켜고,"누가 오면 기침을 두 번 하기로 한 약속이었어요 달래는 등잔 하나를 켜고 두 해 전, 세 해 전의 추수기를 넘겼습니다",달래,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.860,2750.580,2761.440,S021
"close-up of her finger comparing numbers in old ledgers. Characters: Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",머릿속에 새겨 둔 곽 마름의 숫자와 장부의 숫자를 하나씩 맞춰 보았지요 ,"머릿속에 새겨 둔 곽 마름의 숫자와 장부의 숫자를 하나씩 맞춰 보았지요 재작년, 스물여덟 섬 작년, 서른두 섬",달래,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.700,2761.440,2774.140,S021
"Dallae's shocked realization, three years of discrepancies. Characters: Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study at night lit by an oil lamp, long shadows. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그리고 올해, 서른 섬 해마다 비슷한 만큼이 장부에서 빠져 있었습니다 올","그리고 올해, 서른 섬 해마다 비슷한 만큼이 장부에서 빠져 있었습니다 올해만이 아니었어요 세 해째였습니다",달래,sarangchae_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,12.700,2774.140,2786.840,S021
"Dallae adding new stitches in the robe lining. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room at night lit by a single oil lamp, fabrics and threads. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",달래는 침방으로 돌아와 그 날짜와 숫자를 하나하나 도포 안감에 옮겨 새겼,"달래는 침방으로 돌아와 그 날짜와 숫자를 하나하나 도포 안감에 옮겨 새겼습니다 붉은 실 옆에 푸른 실, 그 옆에 작은 나비 매듭",달래,chimbang_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.750,2786.840,2799.590,S021
"close-up of rows of red and blue stitches growing line by line. Setting: small Joseon sewing room at night lit by a single oil lamp, fabrics and threads. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","바늘땀이 한 줄, 또 한 줄 늘어 갔지요","바늘땀이 한 줄, 또 한 줄 늘어 갔지요",,chimbang_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,4.110,2799.590,2803.700,S021
